y_true,y_pred,y_score
1,1,0.9954040404040405
1,1,1.0
0,0,0.5
1,1,0.9888888888888889
1,1,0.8962210338680926
1,1,0.9827472527472528
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.15
0,0,0.0
0,0,0.0
1,1,0.9938725490196078
1,1,0.9131667215634607
0,0,0.0
1,1,0.9670634920634921
1,1,0.9
0,0,0.1
1,1,0.8868773946360153
1,1,1.0
1,1,0.9563218390804596
1,1,0.9647402597402598
0,1,0.9981818181818183
1,1,0.9
1,1,0.9
0,0,0.0
1,1,1.0
1,1,0.8
0,0,0.0
1,1,1.0
1,1,0.8942857142857144
0,0,0.0
1,1,0.9
0,0,0.0
0,0,0.0
0,0,0.0
0,1,0.8887638287638289
1,1,0.9896551724137931
1,1,1.0
1,1,0.9954040404040405
1,1,1.0
1,1,0.9
0,0,0.2
1,1,0.9
0,0,0.0
0,0,0.0
0,0,0.0
1,1,0.99
0,0,0.0
0,0,0.0
0,0,0.0
1,1,1.0
0,0,0.0
0,0,0.0
1,1,0.9
0,0,0.0
1,1,0.9287120022834309
0,0,0.08888888888888888
0,0,0.5
1,1,0.9896551724137931
1,1,1.0
1,1,1.0
0,0,0.0
1,1,0.982922077922078
0,0,0.0
1,1,0.925
0,0,0.0
0,0,0.1
1,1,1.0
0,0,0.0
1,1,0.7980392156862746
0,0,0.0
1,1,1.0
1,1,1.0
0,0,0.0
0,0,0.2
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.125
1,1,1.0
0,0,0.025
1,1,0.9333333333333332
1,1,1.0
1,1,1.0
1,1,0.9595123204090596
1,1,0.9846153846153847
1,1,0.8
1,1,1.0
0,0,0.0
1,1,1.0
0,0,0.0
0,0,0.0
1,1,0.8800000000000001
1,1,0.9
0,0,0.0
0,0,0.0
1,1,1.0
1,1,0.9
1,1,0.9
0,0,0.0
0,0,0.0
1,1,0.7812373737373738
0,0,0.1
1,1,0.9782256441223833
0,0,0.2
0,0,0.0
0,0,0.0
1,1,0.9025589225589226
0,0,0.0
0,0,0.1
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
1,1,1.0
1,1,1.0
1,1,0.9
1,1,0.9295200830915118
0,0,0.0
1,1,0.9287120022834309
1,1,0.9896551724137931
1,1,0.9535494197679071
1,1,1.0
1,0,0.4
1,1,0.8669565217391305
0,1,0.8250082985797272
1,1,0.8220483954451346
1,1,0.7
1,1,0.9944677871148461
0,0,0.2
1,1,0.9
1,1,1.0
0,0,0.0
1,1,0.9942857142857143
0,0,0.0
0,0,0.0
1,1,0.5888888888888889
0,0,0.0
1,1,0.9
1,1,0.9258163793878079
1,1,0.9980392156862745
1,1,0.9896551724137931
1,1,1.0
1,1,0.8670634920634921
1,1,1.0
1,1,0.9616738816738817
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
1,1,0.7090845959595959
1,1,0.9775324675324676
1,1,0.95
1,1,0.9666666666666666
0,1,1.0
1,1,0.9942857142857143
0,0,0.1
1,1,1.0
0,0,0.0
0,0,0.075
1,1,1.0
1,1,0.73
0,0,0.0
0,0,0.0
1,1,1.0
1,1,1.0
0,0,0.1
0,0,0.0
0,0,0.0
1,1,0.8661305361305361
0,0,0.0
1,1,0.9868773946360154
1,1,0.9980392156862745
1,1,0.9
0,0,0.0
1,1,1.0
1,1,1.0
1,1,0.9866738816738817
1,1,0.925
0,0,0.0
1,1,0.982922077922078
0,0,0.0
0,0,0.0
0,0,0.0
1,1,0.7428571428571429
0,0,0.0
1,1,0.9981818181818183
0,0,0.025
0,0,0.1
0,0,0.0
